iso_country,iata_code,ident,name,municipality,elevation_ft,type,gps_code,coordinates
MH,UTK,03N,Utirik Apt.,Utirik Island,4,small_airport,03N,"11.222219, 169.851429"
US,OCA,07FA,Ocean Reef Club Apt.,Key Largo,8,small_airport,07FA,"25.325399398804, -80.274803161621"
US,CUX,07TE,Cuddihy Field,Corpus Christi,39,small_airport,07TE,"27.7211, -97.512802"
US,CSE,0CO2,Crested Butte Airpark,Crested Butte,8980,small_airport,0CO2,"38.851918, -106.928341"
US,CUS,0NM0,Columbus Apt.,Columbus,4024,small_airport,0NM0,"31.823898, -107.629924"
US,JCY,0TE7,LBJ Ranch Apt.,Stonewall,1515,small_airport,0TE7,"30.251801, -98.622498"
US,WLR,13Z,Loring Seaplane Base,Loring,,seaplane_base,13Z,"55.601299, -131.636993"
US,NUP,16A,Nunapitchuk Apt.,Nunapitchuk,12,small_airport,PPIT,"60.905591, -162.440454"
US,PTC,16K,Port Alice Seaplane Base,Port Alice,0,seaplane_base,16K,"55.803, -133.597"
US,ICY,19AK,Icy Bay Apt.,Icy Bay,50,small_airport,19AK,"59.966269, -141.660118"
US,PPV,19P,Port Protection Seaplane Base,Port Protection,0,seaplane_base,19P,"56.328800201416, -133.61000061035"
US,KKK,1KC,Kalakaket Creek AS Apt.,Kalakaket Creek,1598,small_airport,1KC,"64.4166256967, -156.820392609"
US,MHS,1O6,Dunsmuir Muni-Mott Apt.,Dunsmuir,3258,small_airport,K1O6,"41.263199, -122.272003"
US,LVD,2AK,Lime Village Apt.,Lime Village,552,small_airport,2AK,"61.3591003418, -155.440002441"
US,HGZ,2AK6,Hog River Apt.,Hogatza,534,small_airport,2AK6,"66.176133, -155.684816"
US,OTN,2IG4,Ed-Air Apt.,Oaktown,426,small_airport,KI20,"38.851782, -87.49987"
US,TLF,2K5,Telida Apt.,Telida,650,small_airport,2K5,"63.393901824951, -153.26899719238"
US,BZT,2TE0,Eagle Air Park,Brazoria,15,small_airport,2TE0,"28.982200622559, -95.579696655273"
US,FAK,2Z6,False Island Seaplane Base,False Island,,seaplane_base,2Z6,"57.5321998596, -135.212997437"
US,BYW,38WA,Blakely Island Apt.,Blakely Island,66,small_airport,38WA,"48.579162, -122.823844"
US,DRF,3AK5,Drift River Apt.,Kenai,30,small_airport,3AK5,"60.588901519800004, -152.162002563"
US,BDF,3IS8,Rinkenberger Restricted Landing Area,Bradford,808,small_airport,3IS8,"41.230899810800004, -89.61569976810001"
US,TEH,3T4,Tetlin Apt.,Tetlin,1663,small_airport,3T4,"63.124618, -142.518005"
US,VRS,3VS,Roy Otten Memorial Airfield,Versailles,1030,small_airport,3VS,"38.427799224854, -92.875198364258"
US,GDH,3Z8,Golden Horn Lodge Seaplane Base,Golden Horn Lodge,91,seaplane_base,3Z8,"59.7470016479, -158.875"
US,LIV,4AK,Livengood Camp Apt.,Livengood,425,small_airport,4AK,"65.467, -148.6534"
US,PDB,4K0,Pedro Bay Apt.,Pedro Bay,45,small_airport,4K0,"59.796925, -154.129994"
US,TNK,4KA,Tununak Apt.,Tununak,14,small_airport,POKA,"60.569638, -165.246649"
US,TKI,57A,Tokeen Seaplane Base,Tokeen,,seaplane_base,57A,"55.9370994568, -133.32699585"
US,WKK,5A8,Aleknagik / New Apt.,Aleknagik,66,medium_airport,5A8,"59.2826004028, -158.617996216"
US,RFK,5MS1,Rollang Field,Rolling Fork,106,small_airport,5MS1,"32.953543, -90.845144"
US,BKF,5Z9,Lake Brooks Seaplane Base,Katmai National Park,36,seaplane_base,5Z9,"58.554798, -155.776993"
US,BCS,65LA,Southern Seaplane Apt.,Belle Chasse,,small_airport,65LA,"29.866078, -90.021608"
US,MMN,6B6,Minute Man Air Field,Stow,268,small_airport,K6B6,"42.460298, -71.519031"
US,BWL,6OK6,Earl Henry Apt.,Blackwell,1054,small_airport,6OK6,"36.7958984375, -97.3170013428"
US,WYB,78K,Yes Bay Lodge Seaplane Base,Yes Bay,,seaplane_base,78K,"55.9163017273, -131.800994873"
US,CWS,78WA,Center Island Apt.,Center Island,115,small_airport,78WA,"48.490046, -122.831612"
US,TEK,7KA,Tatitlek Apt.,Tatitlek,62,small_airport,PAKA,"60.871449, -146.690297"
US,DUF,7NC2,Pine Island Apt.,Corolla,16,small_airport,7NC2,"36.252744, -75.785256"
US,SSW,7WA5,Stuart Island Airpark,Friday Harbor,10,small_airport,7WA5,"48.673379, -123.175439"
US,FOB,82CL,Fort Bragg Apt.,Fort Bragg,71,small_airport,82CL,"39.472445, -123.795319"
US,PUL,83Q,Port of Poulsbo Marina Moorage Seaplane Base,Poulsbo,0,seaplane_base,83Q,"47.734001159668, -122.64700317383"
US,WMK,84K,Meyers Chuck Seaplane Base,Meyers Chuck,0,seaplane_base,84K,"55.7396011353, -132.255004883"
US,AXB,89NY,Maxson Airfield,Alexandria Bay,340,small_airport,89NY,"44.312002, -75.90034"
US,REE,8XS8,Reese Airpark,Lubbock,3338,small_airport,8XS8,"33.590301513672, -102.03700256348"
US,WDN,90WA,Waldron Airstrip,Eastsound,140,small_airport,90WA,"48.71141, -123.018208"
US,CHU,9A3,Chuathbaluk Apt.,Chuathbaluk,244,small_airport,PACH,"61.579102, -159.216003"
US,PSQ,9N2,Philadelphia Seaplane Base,Essington,0,seaplane_base,9N2,"39.859001159668, -75.299598693848"
US,SGW,A23,Saginaw Seaplane Base,Saginaw Bay,0,seaplane_base,A23,"56.8862991333, -134.158004761"
US,WTL,A61,Tuntutuliak Apt.,Tuntutuliak,16,small_airport,A61,"60.351243, -162.654476"
US,TWA,A63,Twin Hills Apt.,Twin Hills,82,small_airport,A63,"59.074713, -160.274992"
US,KCQ,A79,Chignik Lake Apt.,Chignik Lake,50,small_airport,A79,"56.2550010681, -158.774993896"
PG,ADC,ADC,Andakombe Apt.,Andekombe,3600,small_airport,AYAN,"-7.13722222222, 145.744722222"
SS,AEE,AEE,Adareil Apt.,Adar,1301,small_airport,HJAR,"10.053611, 32.959444"
PG,AEK,AEK,Aseki Apt.,Aseki,4106,small_airport,AYAX,"-7.350805, 146.193994"
AF,KHT,AF-0005,"""Ghost"" Intl. Apt.",Khost,4204,medium_airport,OAKS,"33.284605, 69.80734"
AF,URZ,AF10,Orūzgān Apt.,Orūzgān,6725,small_airport,OARG,"32.9029998779, 66.630897522"
AF,OLR,AF11,Salerno Apt.,Khost,3780,small_airport,OASL,"33.3638, 69.9561"
PG,AFR,AFR,Afore Airstrip,,2500,small_airport,AYAF,"-9.13867, 148.390701"
SB,AFT,AGAF,Afutara Aerodrome,Bila,23,small_airport,AGAF,"-9.19138888889, 160.948611111"
SB,RNA,AGAR,Ulawa Apt.,Arona,40,small_airport,AGAR,"-9.86054358262, 161.979546547"
SB,ATD,AGAT,Uru Harbour Apt.,Atoifi,,small_airport,AGAT,"-8.87333, 161.011002"
SB,VEV,AGBA,Barakoma Apt.,Barakoma,,small_airport,AGBA,"-7.912779808044434, 156.70599365234375"
SB,GEF,AGEV,Geva Apt.,Liangia,,small_airport,AGEV,"-7.575829982757568, 156.5970001220703"
SB,AKS,AGGA,Gwaunaru'u Apt.,Auki,5,small_airport,AGGA,"-8.70257, 160.682007"
SB,BNY,AGGB,Bellona/Anua Apt.,Anua,60,small_airport,AGGB,"-11.302222222200001, 159.798333333"
SB,CHY,AGGC,Choiseul Bay Apt.,,,small_airport,AGGC,"-6.711944, 156.396111"
SB,BAS,AGGE,Ballalae Apt.,Ballalae,5,small_airport,AGGE,"-6.990745, 155.886656"
SB,FRE,AGGF,Fera/Maringe Apt.,Fera Island,,small_airport,AGGF,"-8.1075, 159.576996"
SB,HIR,AGGH,Honiara Intl. Apt.,Honiara,28,large_airport,AGGH,"-9.428, 160.054993"
SB,MBU,AGGI,Babanakira Apt.,Mbambanakira,,small_airport,AGGI,"-9.7475, 159.839005"
SB,AVU,AGGJ,Avu Avu Apt.,,25,small_airport,AGGJ,"-9.86833333333, 160.410555556"
SB,IRA,AGGK,Ngorangora Apt.,Kirakira,54,small_airport,AGGK,"-10.449700355500001, 161.897994995"
SB,SCZ,AGGL,Santa Cruz/Graciosa Bay/Luova Apt.,Santa Cruz/Graciosa Bay/Luova,18,small_airport,AGGL,"-10.7203, 165.794998"
SB,MUA,AGGM,Munda Apt.,Munda,10,medium_airport,AGGM,"-8.32797, 157.263"
SB,GZO,AGGN,Nusatupe Apt.,Gizo,13,small_airport,AGGN,"-8.09778022766, 156.863998413"
SB,MNY,AGGO,Mono Apt.,Stirling Island,,small_airport,AGGO,"-7.416940212249756, 155.56500244140625"
SB,PRS,AGGP,Parasi Apt.,Parasi,,small_airport,AGGP,"-9.641670227050781, 161.4250030517578"
SB,RNL,AGGR,Rennell/Tingoa Apt.,Rennell Island,,small_airport,AGGR,"-11.55, 160.062778"
SB,EGM,AGGS,Sege Apt.,Sege,,small_airport,AGGS,"-8.57889, 157.876007"
SB,NNB,AGGT,Santa Ana Apt.,Santa Ana Island,3,small_airport,AGGT,"-10.847994, 162.454108"
SB,RUS,AGGU,Marau Apt.,Marau,,small_airport,AGGU,"-9.861669540409999, 160.824996948"
SB,VAO,AGGV,Suavanao Apt.,Suavanao,,small_airport,AGGV,"-7.58556, 158.731003"
SB,XYA,AGGY,Yandina Apt.,Yandina,60,small_airport,AGGY,"-9.092816, 159.21841"
SB,KGE,AGKG,Kaghau Apt.,Kagau Island,30,small_airport,AGKG,"-7.3305, 157.585"
SB,KUE,AGKU,Kukudu Apt.,Kolombangara Island,32,small_airport,AGKU,"-8.0262, 156.94783"
SB,KWS,AGKW,Kwailabesi Apt.,Kwailabesi,52,small_airport,AGKW,"-8.360508, 160.775127"
PG,AGL,AGL,Wanigela Apt.,,53,small_airport,AYWG,"-9.3375, 149.155555556"
SB,LLM,AGLM,Lomlom Apt.,Lomlom,55,small_airport,AGLM,"-10.296828, 166.327322"
SB,NAZ,AGNA,Nana Apt.,Star Harbor,60,small_airport,AGNA,"-10.6758, 162.2049"
SB,MHM,AGOB,Manaoba Apt.,Manaoba,14,small_airport,AGOB,"-8.325008, 160.80051"
SB,GTA,AGOK,Gatokae Aerodrome,Gatokae,70,small_airport,AGOK,"-8.738358, 158.202836"
SB,RIN,AGRC,Ringi Cove Apt.,Ringi Cove,,small_airport,AGRC,"-8.12639045715332, 157.14300537109375"
SB,RBV,AGRM,Ramata Apt.,Ramata,,small_airport,AGRM,"-8.168060302734375, 157.64300537109375"
CN,AHJ,AHJ,Hongyuan Apt.,Ngawa (Hongyuan),11600,medium_airport,ZUHY,"32.53154, 102.35224"
PG,AIE,AIE,Aiome Apt.,Aiome,350,small_airport,AYAO,"-5.145699978, 144.7307003"
PG,AIH,AIH,Aiambak Apt.,Aiambak,90,small_airport,AYAK,"-7.342777777779999, 141.2675"
US,CEX,AK13,Chena Hot Springs Apt.,Chena Hot Springs,1195,small_airport,AK13,"65.0518035889, -146.04699707"
US,SOL,AK26,Solomon State Field,Solomon,25,small_airport,AK26,"64.5605, -164.4457"
US,HED,AK33,Herendeen Bay Apt.,Herendeen Bay,20,small_airport,AK33,"55.802346, -160.901346"
US,TWE,AK49,Taylor Apt.,Taylor,440,small_airport,AK49,"65.6792984009, -164.798995972"
US,KTH,AK56,Tikchik Lodge Seaplane Base,Tikchik,304,seaplane_base,AK56,"59.9631996155, -158.477005005"
US,NKI,AK62,Naukati Bay Seaplane Base,Tuxekan Island,,seaplane_base,AK62,"55.849602, -133.227994"
US,LNI,AK71,Point Lonely Short Range Radar Site Airfield,Point Lonely,17,small_airport,PALN,"70.911118, -153.237766"
US,CDL,AK75,Candle 2 Apt.,Candle,15,small_airport,AK75,"65.907699585, -161.925994873"
US,AOS,AK81,Amook Bay Seaplane Base,Amook Bay,,seaplane_base,AK81,"57.4715003967, -153.815002441"
US,BSW,AK97,Boswell Bay Apt.,Boswell Bay,230,small_airport,AK97,"60.4230995178, -146.145996094"
MX,PPE,AMC,Mar de Cortés Intl. Apt.,Puerto Peñasco,71,small_airport,MMPE,"31.351987, -113.305177"
PG,AMF,AMF,Ama Apt.,,145,small_airport,AYAA,"-4.10111111111, 141.67"
PG,AMU,AMU,Amanab Apt.,Amanab,1307,small_airport,AYAM,"-3.586, 141.214333333"
MG,AMY,AMY,Ambatomainty Apt.,,1025,small_airport,FMMB,"-17.686667, 45.623889"
NR,INU,ANYN,Nauru Intl. Apt.,Yaren District,22,medium_airport,ANYN,"-0.547458, 166.919006"
AU,ANZ,ANZ,Angus Downs Apt.,Angus Downs Station,1724,small_airport,YADN,"-25.0325, 132.2748"
AO,CTV,AO-0001,Catoca Apt.,Saurimo,3498,small_airport,FNCO,"-9.431359, 20.311557"
AO,KNP,AO-KNP,Capanda Apt.,Capanda,3366,small_airport,FNCP,"-9.76937007904, 15.4553194046"
PG,APR,APR,April River Apt.,April River,220,small_airport,AYPE,"-4.67666666667, 142.540138889"
AR,QRF,AR-0005,Bragado Apt.,Bragado,196,small_airport,SA2X,"-35.145811, -60.480294"
AR,NCJ,AR-0346,Sunchales Aeroclub Apt.,Sunchales,299,small_airport,SAFS,"-30.9575, -61.5283"
AR,CPG,AR-0390,Carmen de Patagones Apt.,Carmen de Patagones,131,small_airport,SA3R,"-40.7781, -62.9803"
AR,PRQ,AR-0462,Termal Apt.,Presidencia Roque Sáenz Peña,308,small_airport,SARS,"-26.753611, -60.492222"
PG,ATN,ATN,Namatanai Apt.,Namatanai,150,small_airport,AYNX,"-3.6695, 152.438"
PG,ATP,ATP,Aitape Apt.,Aitape,10,small_airport,AYAI,"-3.1436111111100002, 142.346805556"
AU,LYT,AU-0081,Lady Elliot Island Airstrip,Lady Elliot Island,20,small_airport,YLTT,"-24.1129, 152.7156"
AU,GYZ,AU-0456,Gruyere Apt.,Cosmo Newbery,1542,small_airport,YGRM,"-28.034548, 123.81506"
AU,KQR,AU-0457,Karara Apt.,Karara,1011,small_airport,YKAR,"-29.217223, 116.687154"
AU,ABH,AU-0548,Alpha Apt.,Alpha,1255,small_airport,YAPH,"-23.652849, 146.582668"
AU,AGW,AU-AGW,Agnew Apt.,Agnew,160,small_airport,YAGN,"-12.1456, 142.149369"
AU,AYD,AU-AYD,Alroy Downs Apt.,Alroy Downs,711,small_airport,YALD,"-19.2908, 136.078995"
AU,BYX,AU-BYX,Baniyala Apt.,Baniyala,20,small_airport,YBNI,"-13.1981, 136.227005"
AU,OKB,AU-OKB,Orchid Beach Apt.,Orchid Beach,71,small_airport,YORC,"-24.959400177002, 153.31500244141"
AU,TPR,AU-TPR,Tom Price Apt.,Tom Price,2300,small_airport,YTMP,"-22.746000289900003, 117.869003296"
PG,AUI,AUI,Aua Island Apt.,Aua Island,4,small_airport,AYND,"-1.46055555556, 143.064722222"
PG,AUJ,AUJ,Ambunti Apt.,Ambunti,50,small_airport,AYAT,"-4.21566666667, 142.823166667"
PG,AUP,AUP,Agaun Apt.,,3200,small_airport,AYAG,"-9.930833, 149.385667"
PG,AUV,AUV,Aumo Apt.,Aumo,450,small_airport,AYUM,"-5.731111111110001, 148.445277778"
GA,AWE,AWE,Alowe Apt.,Wonga Wongué Presidential Reserve,600,small_airport,FOGW,"-0.545, 9.444"
CN,AXF,AXF,Alxa Left Banner Bayanhot Apt.,Bayanhot,4560,medium_airport,ZBAL,"38.74831, 105.58858"
ID,AXO,AXO,Pantar Kabir Apt.,Kabir,18,small_airport,WATP,"-8.244832, 124.219108"
PG,KPM,AYAQ,Kompiam Apt.,,5100,small_airport,AYAQ,"-5.38166666667, 143.924722222"
PG,BUA,AYBK,Buka Apt.,Buka Island,11,medium_airport,AYBK,"-5.4223198890686035, 154.67300415039062"
PG,BRP,AYBR,Biaru Apt.,Biaru,4900,small_airport,AYBR,"-7.6693, 146.7594"
PG,CMU,AYCH,Chimbu Apt.,Kundiawa,4974,medium_airport,AYCH,"-6.024290084838867, 144.9709930419922"
PG,MDM,AYDK,Munduku Apt.,Munduku,100,small_airport,AYDK,"-4.6204, 143.4516"
PG,KPF,AYDL,Kondobol Apt.,Kondobol,132,small_airport,AYDL,"-8.5336, 142.5049"
PG,DNU,AYDN,Dinangat Apt.,Dinangat,5309,small_airport,AYDN,"-6.1546, 146.6772"
PG,DOI,AYDO,Doini Apt.,Castori Islets,31,small_airport,AYDO,"-10.7009, 150.7218"
PG,DAU,AYDU,Daru Apt.,Daru,20,medium_airport,AYDU,"-9.08676, 143.207993"
PG,EMS,AYEB,Embessa Apt.,Embessa,131,small_airport,AYEB,"-9.447, 148.7628"
PG,XYR,AYED,Edwaki Apt.,Yellow River Mission,190,small_airport,AYED,"-3.883986, 141.792234"
PG,EPT,AYEL,Eliptamin Apt.,Eliptamin,4825,small_airport,AYEL,"-5.0412, 141.6779"
PG,EGA,AYEN,Engati Airstrip,Engati,3715,small_airport,AYEN,"-6.9179, 146.1053"
PG,EMO,AYEO,Emo River Airstrip,Emo Mission,2240,small_airport,AYEO,"-9.1234, 148.0415"
PG,ERU,AYER,Erume Apt.,Erume,6690,small_airport,AYER,"-8.2538, 146.9747"
PG,MFZ,AYES,Meselia Apt.,Demgulu,180,small_airport,AYES,"-6.1364, 149.1183"
PG,FRQ,AYFE,Feramin Apt.,Feramin,4655,small_airport,AYFE,"-5.208, 141.6988"
PG,FAQ,AYFR,Frieda River Apt.,Frieda River,217,small_airport,AYFR,"-4.610468, 141.960138"
PG,FUM,AYFU,Fuma Apt.,Fuma,466,small_airport,AYFU,"-6.3933, 142.4408"
PG,GKA,AYGA,Goroka Apt.,Goronka,5282,medium_airport,AYGA,"-6.081689834590001, 145.391998291"
PG,GUG,AYGF,Guari Apt.,Guari,6450,small_airport,AYGF,"-8.1286, 146.8722"
PG,GRL,AYGG,Garasa Apt.,Au,2539,small_airport,AYGG,"-7.980713, 147.213461"
PG,GUR,AYGN,Gurney Apt.,Gurney,88,medium_airport,AYGN,"-10.3114995956, 150.333999634"
PG,GAP,AYGP,Gusap Apt.,Gusap,1504,small_airport,AYGP,"-6.053196, 145.959047"
PG,PNP,AYGR,Girua Apt.,Popondetta,311,medium_airport,AYGR,"-8.80453968048, 148.309005737"
PG,GBC,AYGS,Gasuke Apt.,Gasuke,157,small_airport,AYGS,"-6.1028, 141.7393"
PG,HBD,AYHB,Habi Apt.,Habi,993,small_airport,AYHB,"-6.32, 142.4893"
PG,HNI,AYHE,Heiweni Apt.,Heiweni,3480,small_airport,AYHE,"-7.4223, 146.4276"
PG,HNN,AYHH,Honinabi Apt.,Honinabi,452,small_airport,AYHH,"-6.2457, 142.1771"
PG,HKN,AYHK,Hoskins Apt.,Kimbe,66,medium_airport,AYHK,"-5.463846, 150.407327"
PG,HIT,AYHO,Haivaro Apt.,Haivaro,180,small_airport,AYHO,"-6.9406, 143.059"
PG,IMN,AYII,Imane Apt.,Imane,3860,small_airport,AYII,"-6.7524, 146.1072"
PG,KGM,AYIM,Kungim Apt.,Kungim,349,small_airport,AYIM,"-5.671, 141.03"
PG,IMD,AYIO,Imonda Apt.,Imonda,990,small_airport,AYIO,"-3.328, 141.1573"
PG,KIE,AYIQ,Aropa Apt.,Kieta,20,small_airport,AYIQ,"-6.305417, 155.728139"
PG,IAL,AYIU,Ialibu Apt.,Ialibu,6736,small_airport,AYIU,"-6.2782, 143.9944"
PG,WIU,AYIX,Witu Apt.,Garove Island,25,small_airport,AYIX,"-4.689522, 149.440112"
PG,KGH,AYJO,Yongai Apt.,Yongai,6500,small_airport,AYJO,"-8.5289, 147.4603"
PG,LSA,AYKA,Losuia Apt.,Losuia,27,small_airport,AYKA,"-8.505820274353027, 151.08099365234375"
PG,KPA,AYKG,Kopiago Apt.,Kopiago,4445,small_airport,AYKG,"-5.3883, 142.4977"
PG,UNG,AYKI,Kiunga Apt.,Kiunga,88,small_airport,AYKI,"-6.1257100105285645, 141.28199768066406"
PG,KNE,AYKJ,Kanainj Apt.,Kanainj,4064,small_airport,AYKJ,"-5.2903, 144.7072"
PG,KRI,AYKK,Kikori Apt.,Kikori,50,small_airport,AYKK,"-7.42438, 144.250076"
PG,KMA,AYKM,Kerema Apt.,Kerema,10,medium_airport,AYKM,"-7.96361017227, 145.770996094"
PG,KRX,AYKR,Kar Kar Apt.,Kar Kar Island,130,small_airport,AYKR,"-4.557, 145.9404"
PG,KUQ,AYKU,Kuri Apt.,Kuri,35,small_airport,AYKU,"-7.135083, 143.276111"
PG,KVG,AYKV,Kavieng Apt.,Kavieng,7,medium_airport,AYKV,"-2.57940006256, 150.807998657"
PG,LNV,AYKY,Londolovit Apt.,Londolovit,167,small_airport,AYKY,"-3.04361009598, 152.628997803"
PG,LAB,AYLB,Lab Lab Apt.,Lab Lab Mission,160,small_airport,AYLB,"-5.7204, 148.0566"
PG,LWI,AYLO,Lowai Apt.,Lowai,2900,small_airport,AYLO,"-6.3344, 146.6458"
PG,LPN,AYLP,Leron Plains Apt.,Leron Plains,680,small_airport,AYLP,"-6.3917, 146.3434"
PG,LNG,AYLS,Lese Apt.,Lese,40,small_airport,AYLS,"-8.2799, 146.2765"
PG,LSJ,AYLX,Long Island Apt.,Long Island,116,small_airport,AYLX,"-5.3604, 147.0177"
PG,MRM,AYMA,Manari Apt.,Manari,2630,small_airport,AYMA,"-9.1908, 147.6219"
PG,OBM,AYMB,Morobe Apt.,Morobe,8,small_airport,AYMB,"-7.74, 147.59"
PG,MAG,AYMD,Madang Apt.,Madang,20,medium_airport,AYMD,"-5.20707988739, 145.789001465"
PG,HGU,AYMH,Mount Hagen Kagamuga Apt.,Mount Hagen,5388,medium_airport,AYMH,"-5.828212, 144.299412"
PG,GUV,AYML,Mougulu Apt.,Mougulu,825,small_airport,AYML,"-6.280859, 142.420775"
PG,MDU,AYMN,Mendi Apt.,Mendi,5680,medium_airport,AYMN,"-6.14774, 143.656998"
PG,MAS,AYMO,Momote Apt.,Manus Island,12,medium_airport,AYMO,"-2.06189, 147.423996"
PG,MXH,AYMR,Moro Apt.,Moro,2740,small_airport,AYMR,"-6.36332988739, 143.238006592"
PG,MIS,AYMS,Misima Island Apt.,Misima Island,26,small_airport,AYMS,"-10.689200401299999, 152.837997437"
PG,MWG,AYMW,Marawaka Apt.,Marawaka,6050,small_airport,AYMW,"-6.9736, 145.8849"
PG,NKN,AYNA,Nankina Apt.,Gwarawon,5800,small_airport,AYNA,"-5.837, 146.4533"
PG,GBF,AYNE,Negarbo(Negabo) Apt.,Negarbo,4500,small_airport,AYNE,"-6.567778, 144.703058"
PG,MFO,AYNG,Manguna Apt.,Manguna,187,small_airport,AYNG,"-5.577778, 151.792333"
PG,KSB,AYNM,Kasonombe Apt.,Kasonombe,5800,small_airport,AYNM,"-6.3819, 146.9859"
PG,NMN,AYNO,Nomane Apt.,Namane,6032,small_airport,AYNO,"-6.32183, 145.070667"
PG,NBA,AYNY,Nambaiyufa Apt.,Nambaiyufa,5550,small_airport,AYNY,"-6.2412, 145.2424"
PG,LAE,AYNZ,Nadzab Apt.,Lae,239,medium_airport,AYNZ,"-6.569803, 146.725977"
PG,KGB,AYOE,Konge Apt.,Konge,5900,small_airport,AYOE,"-6.2239, 147.2152"
PG,OKP,AYOJ,Oksapmin Apt.,Oksapmin,5140,small_airport,AYOJ,"-5.2261, 142.2259"
PG,HOC,AYOK,Komako Apt.,Komako,3960,small_airport,AYOK,"-7.3984, 145.8827"
PG,KCJ,AYOQ,Komaio Apt.,Komaio,28,small_airport,AYOQ,"-7.2714, 143.5952"
PG,KDE,AYOW,Koroba Apt.,Koroba,5638,small_airport,AYOW,"-5.6952, 142.7441"
PG,OPB,AYOY,Open Bay Apt.,Maitanakunai,33,small_airport,AYOY,"-4.794727, 151.696195"
PG,PGB,AYPC,Pangoa Apt.,Pangoa,60,small_airport,AYPC,"-7.0226, 141.5605"
PG,PGN,AYPG,Pangia Apt.,Pangia,5340,small_airport,AYPG,"-6.386, 144.1084"
PG,MPF,AYPO,Mapoda Apt.,Mapoda,45,small_airport,AYPO,"-7.979, 143.1694"
PG,PMN,AYPQ,Pumani Apt.,Pumani,427,small_airport,AYPQ,"-9.7469, 149.4766"
PG,WLU,AYPU,Walluanda Apt.,Puri,6050,small_airport,AYWZ,"-6.475161, 143.987222"
PG,POM,AYPY,Port Moresby Jacksons Intl. Apt.,Port Moresby,146,large_airport,AYPY,"-9.443380355834961, 147.22000122070312"
PG,SPH,AYQO,Sopu Apt.,Sopu,6580,small_airport,AYQO,"-8.3038, 147.1659"
PG,SXA,AYQS,Sialum Apt.,Sialum,170,small_airport,AYQS,"-6.0908, 147.5955"
PG,RMN,AYRG,Rumginae Apt.,,160,small_airport,AYRG,"-5.89722222222, 141.271666667"
PG,KMR,AYRI,Karimui Apt.,Karimui,3640,small_airport,AYRI,"-6.4921, 144.823"
PG,MWI,AYRM,Maramuni Apt.,Maramuni,5160,small_airport,AYRM,"-5.13, 143.4829"
PG,MRH,AYRV,May River Airstrip,May River,107,small_airport,AYRV,"-4.3615, 141.785"
PG,SBE,AYSA,Suabi Apt.,,465,small_airport,AYSA,"-6.10444444444, 142.278333333"
PG,NIS,AYSE,Simberi Apt.,Simberi Island,10,small_airport,AYSE,"-2.66222222222, 151.997777778"
PG,SIL,AYSG,Sila Apt.,Sila Mission,2230,small_airport,AYSG,"-9.07355555556, 148.38925"
PG,SBV,AYSH,Sabah Apt.,Sabah,10,small_airport,AYSH,"-5.5765, 155.0489"
PG,SIM,AYSJ,Simbai Apt.,Simbai,5804,small_airport,AYSJ,"-5.278611111110001, 144.544722222"
PG,SBC,AYSO,Selbang Apt.,Selbang,5130,small_airport,AYSO,"-5.315, 141.752"
PG,SPV,AYSQ,Sepik Plains Apt.,Sepik Plains,230,small_airport,AYSQ,"-3.8821, 143.6734"
PG,SXW,AYSV,Sauren Apt.,Sauren,46,small_airport,AYSV,"-5.9701, 148.8543"
PG,MBV,AYSX,Masa Apt.,Masa,5900,small_airport,AYSX,"-6.345, 147.591"
PG,TIZ,AYTA,Tari Apt.,Tari,5500,small_airport,AYTA,"-5.845, 142.947998"
PG,TBG,AYTB,Tabubil Apt.,Tabubil,1570,small_airport,AYTB,"-5.27861, 141.225998"
PG,TPI,AYTI,Tapini Apt.,Tapini,3100,small_airport,AYTI,"-8.35666666667, 146.989166667"
PG,RAB,AYTK,Tokua Apt.,Kokopo,49,medium_airport,AYTK,"-4.34046, 152.380005"
PG,TKW,AYTN,Tekin Apt.,Tekin,5785,small_airport,AYTN,"-5.243667, 142.165194"
PG,TEP,AYTP,Tep Tep Apt.,Teptep,7011,small_airport,AYTP,"-5.9553, 146.5595"
PG,TSW,AYTS,Tsewi Apt.,Tsewi,4185,small_airport,AYTS,"-7.0695, 146.1272"
PG,TRJ,AYTT,Tarakbits Apt.,Tarakbits,281,small_airport,AYTT,"-5.614, 141.0421"
PG,TWY,AYTW,Tawa Apt.,Tawa,5020,small_airport,AYTW,"-7.4463, 146.1067"
PG,TKB,AYTZ,Tekadu Apt.,Tekadu,1310,small_airport,AYTZ,"-7.6808, 146.5503"
PG,AYU,AYU,Aiyura Apt.,Aiyura Valley,5355,small_airport,AYAY,"-6.33805555556, 145.904166667"
PG,UMC,AYUC,Umba Apt.,Umba,5950,small_airport,AYUC,"-7.0214, 145.966"
PG,URU,AYUE,Uroubi Apt.,Uroubi,481,small_airport,AYUE,"-9.5162, 148.5591"
PG,UPR,AYUR,Upiara Apt.,Upiara,52,small_airport,AYUR,"-8.5411, 142.6503"
PG,UVO,AYUZ,Uvol Apt.,Uvol,15,small_airport,AYUZ,"-6.0178, 150.9557"
PG,TLW,AYVL,Talasea Apt.,Talasea,44,small_airport,AYVL,"-5.2726, 150.0089"
PG,TCJ,AYVM,Torembi Apt.,Torembi,90,small_airport,AYVM,"-4.0165, 143.1329"
PG,VAI,AYVN,Vanimo Apt.,Vanimo,10,medium_airport,AYVN,"-2.6926, 141.3028"
